Age,Financial Status,Has a Laptop,Type of Internet Connection,CC100,CC101,CC102,CS111/IT112,English Prof,Reading Compre,Science Process,Quantitative,Abstract,CET OAPR,SHS/HS GPA,ABM/BAM,GAS,HUMSS,STEM,Sports Track,TVL-HE,TVL-ICT,Female,Male,Prefer not to say,label
19,2,2,2,1.5,3.0,1.75,1.75,97.83,98.7,51.68,96.87,97.87,97.27,93.15,0,0,0,1,0,0,0,0,1,0,1
20,0,2,1,2.0,2.5,1.75,2.0,87.6,92.88,89.19,84.63,87.72,92.03,89.5,0,0,0,0,0,0,1,0,1,0,1
20,1,2,2,2.25,2.5,1.75,1.75,89.71,82.26,66.81,34.54,95.65,86.26,89.5,0,0,0,0,0,0,1,0,1,0,1
21,0,2,2,1.5,2.0,2.75,2.25,58.56,71.99,51.68,6.59,87.72,60.09,90.5,0,0,0,0,0,0,1,0,1,0,0
20,1,2,1,2.25,3.0,2.5,3.0,96.52,90.94,85.06,44.18,63.1,91.56,87.06,0,0,0,0,0,0,1,0,1,0,1
19,2,2,2,1.75,2.5,1.75,2.0,82.02,94.82,80.93,70.61,97.87,89.65,90.25,0,0,0,0,0,1,0,1,0,0,1
19,2,2,2,1.75,2.5,2.0,2.5,76.83,87.4,72.66,24.91,79.78,76.98,83.98,0,0,0,0,0,0,1,0,0,1,1
20,1,0,1,1.25,1.5,2.0,2.0,70.75,90.94,80.93,84.63,15.15,76.98,87.5,0,1,0,0,0,0,0,1,0,0,0
20,1,1,1,2.0,3.0,1.75,2.25,80.58,77.12,85.06,44.18,33.69,76.98,86.5,0,0,0,0,0,0,1,0,1,0,1
19,2,2,2,1.75,2.0,3.0,3.0,96.52,98.7,89.19,75.28,98.34,96.72,91.5,0,1,0,0,0,0,0,0,1,0,0
19,3,2,2,1.25,2.5,1.25,1.75,72.78,90.94,44.12,63.45,63.1,74.25,90.66,0,0,1,0,0,0,0,1,0,0,1
20,1,1,1,1.25,2.25,1.75,1.75,74.8,66.85,44.12,79.96,72.9,74.25,93.5,0,0,0,1,0,0,0,0,1,0,1
19,2,2,2,1.5,1.5,2.5,2.0,52.9,77.12,59.25,75.28,53.29,65.83,88.0,0,1,0,0,0,0,0,0,1,0,1
20,1,2,1,1.5,1.75,2.0,1.5,55.84,66.85,72.66,97.95,95.65,82.81,92.5,1,0,0,0,0,0,0,0,1,0,1
20,1,1,2,1.5,2.75,2.0,2.5,74.8,82.26,80.93,24.91,33.69,72.43,89.5,0,0,0,1,0,0,0,1,0,0,1
19,0,2,2,1.5,1.75,1.25,1.75,96.08,96.76,98.86,97.62,87.72,98.31,95.0,0,0,0,1,0,0,0,0,1,0,1
20,1,2,1,1.75,2.25,2.5,2.5,96.63,68.98,91.68,98.71,87.72,87.54,86.87,0,0,0,1,0,0,0,0,1,0,1
19,0,2,2,1.75,2.5,1.75,2.5,91.83,92.88,72.66,34.54,20.6,82.81,91.4,0,0,0,1,0,0,0,1,0,0,1
20,1,2,1,1.25,1.25,1.75,1.75,61.05,61.11,76.79,53.82,43.49,64.72,89.5,0,0,0,0,0,0,1,0,1,0,1
20,4,2,2,1.5,1.5,1.5,1.5,72.78,71.99,44.12,53.82,83.75,72.43,94.5,1,0,0,0,0,0,0,0,1,0,0
20,1,1,1,2.75,2.75,2.0,2.5,74.8,61.11,66.81,89.31,26.06,73.34,88.0,0,0,0,0,0,0,1,0,1,0,1
20,2,1,1,1.25,2.75,1.75,2.5,78.85,54.75,59.25,95.71,20.6,76.07,89.5,0,0,0,0,0,0,1,0,1,0,1
19,2,2,2,1.75,2.5,1.75,2.25,68.5,87.4,72.66,44.18,72.9,74.25,85.07,0,0,0,1,0,0,0,0,1,0,1
20,3,2,2,1.75,2.0,2.0,2.5,90.77,82.26,59.25,89.31,79.78,88.7,89.5,0,0,0,0,0,0,1,0,1,0,1
19,2,2,2,1.5,2.25,1.75,2.0,83.47,71.99,51.68,53.82,63.1,76.07,90.5,1,0,0,0,0,0,0,0,1,0,1
19,2,2,2,1.5,2.5,1.5,1.75,66.01,48.4,89.19,84.63,72.9,76.07,93.5,1,0,0,0,0,0,0,0,1,0,1
20,2,0,2,1.5,1.75,3.0,2.0,63.53,61.11,72.66,75.28,43.49,68.07,88.0,0,1,0,0,0,0,0,0,1,0,1
21,2,1,1,1.5,2.5,1.75,2.75,80.58,90.94,96.28,75.28,72.9,88.7,94.0,0,0,0,1,0,0,0,0,1,0,1
20,3,1,0,1.75,2.25,2.0,2.5,61.05,35.7,59.25,84.63,20.6,58.64,92.5,0,0,1,0,0,0,0,0,1,0,1
20,1,0,1,1.5,2.25,1.75,2.0,44.05,92.88,80.93,53.82,79.78,71.42,85.5,0,0,0,0,0,1,0,0,1,0,1
20,0,2,2,1.5,2.25,1.75,2.25,93.41,94.82,93.41,93.38,83.75,95.73,91.8,0,0,1,0,0,0,0,0,1,0,1
20,2,2,1,1.5,1.5,2.25,1.75,70.75,61.11,44.12,70.61,53.29,66.95,88.5,0,0,0,1,0,0,0,0,1,0,1
20,0,0,2,1.75,3.0,1.75,2.0,52.9,61.11,80.93,79.96,87.72,73.34,85.5,0,0,0,1,0,0,0,1,0,0,0
20,2,2,2,1.5,1.5,1.5,1.75,37.99,48.4,59.25,84.63,79.78,60.09,97.0,0,1,0,0,0,0,0,0,1,0,1
21,3,1,1,1.5,3.0,1.75,1.5,74.8,61.11,59.25,70.61,79.8,74.25,93.0,0,0,0,1,0,0,0,1,0,0,1
20,0,2,1,1.75,1.75,2.5,1.5,78.85,42.05,51.68,34.54,79.78,68.07,93.5,0,0,0,1,0,0,0,0,1,0,1
20,0,2,2,1.75,3.0,1.5,2.25,88.66,71.99,76.79,63.45,63.1,83.5,86.74,0,0,1,0,0,0,0,0,1,0,1
19,1,2,2,1.75,1.5,2.0,2.75,86.35,48.4,85.06,53.82,87.72,82.81,89.5,0,0,0,1,0,0,0,0,1,0,1
20,0,2,2,2.0,3.0,3.0,3.0,66.01,54.75,80.93,84.63,83.75,76.98,86.13,0,0,0,1,0,0,0,0,1,0,1
21,0,2,2,1.75,3.0,1.75,2.75,66.01,54.75,80.93,84.63,83.75,76.98,83.5,0,0,0,0,0,0,1,0,1,0,1
19,4,2,2,1.5,2.5,1.5,3.0,96.95,94.82,89.19,92.22,95.65,96.9,93.53,0,0,0,1,0,0,0,1,0,0,1
20,0,2,2,2.25,2.25,1.75,3.0,74.8,90.94,89.19,70.61,87.72,85.57,84.0,0,0,0,0,0,0,1,0,1,0,1
20,1,0,1,1.25,1.25,1.75,1.75,66.01,90.94,72.66,44.18,53.29,72.43,90.0,0,0,1,0,0,0,0,0,1,0,1
20,3,2,1,2.0,3.0,1.5,2.75,72.78,66.85,59.25,24.91,87.72,71.42,85.38,1,0,0,0,0,0,0,0,1,0,1
20,0,2,2,2.25,3.0,3.0,2.25,74.8,42.05,18.75,63.45,72.9,62.48,83.0,0,1,0,0,0,0,0,0,1,0,1
19,3,2,2,1.25,2.25,2.0,2.5,78.85,54.75,51.68,79.96,91.68,78.81,85.12,0,0,0,1,0,0,0,0,1,0,1
20,1,2,2,2.0,2.5,2.0,1.75,86.35,71.99,51.68,44.18,79.78,78.81,90.5,0,0,0,0,0,0,1,1,0,0,1
19,2,2,2,1.5,1.75,2.75,1.75,68.5,48.4,29.96,14.31,91.68,60.09,89.5,1,0,0,0,0,0,0,1,0,0,1
19,4,0,2,3.0,2.0,3.0,1.75,49.95,66.85,66.81,84.63,83.75,70.3,93.5,0,0,0,1,0,0,0,0,1,0,1
20,3,1,1,1.75,1.75,2.5,2.0,55.84,90.94,76.79,92.22,79.78,79.72,89.5,0,0,0,0,0,0,1,0,1,0,1
19,1,0,1,1.25,2.0,2.0,1.75,82.02,66.85,59.25,53.82,72.9,76.07,93.0,0,0,0,1,0,0,0,1,0,0,1
23,0,1,0,1.75,3.0,3.0,2.25,68.5,71.99,13.15,53.82,63.1,61.37,90.82,1,0,0,0,0,0,0,0,1,0,1
20,0,2,1,1.25,2.5,1.5,1.5,74.8,48.4,66.81,70.61,87.72,75.16,89.5,1,0,0,0,0,0,0,1,0,0,1
20,0,0,2,1.75,1.75,2.25,2.0,94.81,77.12,85.06,53.82,95.65,92.03,93.0,0,0,1,0,0,0,0,0,1,0,1
19,1,2,1,2.0,2.5,1.75,2.0,84.91,77.12,72.66,53.82,95.65,84.88,89.5,0,0,0,0,0,0,1,1,0,0,1
19,2,1,1,1.5,2.5,2.0,2.0,86.35,66.85,59.25,95.71,63.1,85.57,89.0,0,0,0,1,0,0,0,0,1,0,1
